account_id,customer_id,branch_id,account_type,open_date,close_date,current_balance,interest_rate,overdraft_limit,status
ACC0000600,C000055,BR025,Business Checking,2019-04-23,,17638.31,0.65,2154.72,Active
ACC0000601,C000297,BR013,Business Checking,2021-05-12,,22753.62,0.75,1693.41,Active
ACC0000602,C000389,BR027,Business Checking,2022-01-05,,16368.38,0.58,1597.95,Active
ACC0000603,C000241,BR015,Business Checking,2017-04-13,2022-06-29,0.0,0.96,4878.55,Closed
ACC0000604,C000480,BR029,Money Market,2022-12-21,,38038.8,2.97,0.0,Active
ACC0000605,C000380,BR034,Money Market,2023-09-06,,39076.78,3.28,0.0,Active
ACC0000606,C000329,BR002,Savings,2020-11-07,,8008.01,1.46,0.0,Active
ACC0000607,C000471,BR040,Savings,2021-01-25,,8974.17,1.42,0.0,Active
ACC0000608,C000290,BR013,Certificate of Deposit,2019-08-18,,16892.59,4.35,0.0,Active
ACC0000609,C000325,BR002,Business Checking,2013-09-22,,20444.61,0.37,2268.94,Active
ACC0000610,C000135,BR024,Certificate of Deposit,2018-07-12,,39037.92,3.34,0.0,Active
ACC0000611,C000389,BR008,Savings,2019-11-19,,5.0,2.92,0.0,Active
ACC0000612,C000162,BR006,Certificate of Deposit,2020-09-28,,14442.67,5.95,0.0,Active
ACC0000613,C000230,BR034,Money Market,2022-05-08,,27400.48,3.52,0.0,Active
ACC0000614,C000262,BR020,Certificate of Deposit,2023-10-27,,49695.23,5.52,0.0,Active
ACC0000615,C000313,BR027,Certificate of Deposit,2016-07-18,2025-12-14,0.0,3.37,0.0,Closed
ACC0000616,C000442,BR039,IRA,2022-12-25,,22852.88,2.04,0.0,Active
ACC0000617,C000450,BR009,Business Checking,2021-11-20,,41057.47,0.29,4514.21,Active
ACC0000618,C000036,BR039,Certificate of Deposit,2021-05-01,,59135.65,5.76,0.0,Active
ACC0000619,C000214,BR026,IRA,2023-12-23,2025-12-14,0.0,2.55,0.0,Closed
ACC0000620,C000301,BR019,Certificate of Deposit,2017-12-13,,33135.45,5.61,0.0,Active
ACC0000621,C000285,BR019,IRA,2020-05-26,,52398.7,5.6,0.0,Active
ACC0000622,C000475,BR014,Money Market,2022-01-06,,52364.11,2.73,0.0,Active
ACC0000623,C000263,BR032,Checking,2023-04-15,2025-12-14,0.0,0.32,3340.12,Closed
ACC0000624,C000139,BR030,Savings,2022-08-21,,4967.26,1.55,0.0,Active
ACC0000625,C000165,BR021,Business Checking,2021-03-16,2025-12-14,0.0,0.87,4076.65,Closed
ACC0000626,C000442,BR024,IRA,2022-12-25,,16164.25,5.5,0.0,Active
ACC0000627,C000214,BR024,Money Market,2023-12-23,2025-12-14,0.0,2.34,0.0,Closed
ACC0000628,C000448,BR009,Savings,2020-06-14,,12536.91,2.04,0.0,Active
ACC0000629,C000318,BR012,Certificate of Deposit,2019-05-20,,38851.23,4.56,0.0,Active
ACC0000630,C000053,BR012,Checking,2021-10-02,2025-12-14,0.0,0.02,2761.87,Closed
ACC0000631,C000015,BR040,Business Checking,2022-11-08,,27.36,0.22,3096.07,Active
ACC0000632,C000139,BR004,Money Market,2022-10-29,,27805.52,3.83,0.0,Active
ACC0000633,C000177,BR006,IRA,2016-05-07,2025-12-14,0.0,4.39,0.0,Closed
ACC0000634,C000446,BR013,Certificate of Deposit,2023-12-23,,33125.87,4.77,0.0,Active
ACC0000635,C000208,BR010,Money Market,2022-10-24,,36685.22,2.87,0.0,Active
ACC0000636,C000020,BR013,Money Market,2020-01-22,,30525.48,3.74,0.0,Active
ACC0000637,C000418,BR028,Business Checking,2023-12-23,,38615.07,0.96,2716.33,Active
ACC0000638,C000129,BR003,Money Market,2019-03-23,2024-08-24,0.0,2.46,0.0,Closed
ACC0000639,C000381,BR024,Certificate of Deposit,2019-02-25,2025-12-14,0.0,4.2,0.0,Closed
ACC0000640,C000058,BR020,IRA,2016-09-17,2025-12-14,0.0,4.4,0.0,Closed
ACC0000641,C000459,BR006,Business Checking,2022-10-27,,56919.61,0.01,1378.59,Active
ACC0000642,C000370,BR027,Business Checking,2022-06-28,2025-12-14,0.0,0.97,3751.03,Closed
ACC0000643,C000422,BR016,Money Market,2019-10-08,,27810.32,3.44,0.0,Active
ACC0000644,C000055,BR003,Savings,2021-01-04,,3074.71,3.69,0.0,Active
ACC0000645,C000287,BR020,Savings,2022-05-28,,4258.57,2.42,0.0,Active
ACC0000646,C000397,BR032,IRA,2021-10-08,,16238.78,4.66,0.0,Active
ACC0000647,C000080,BR019,Money Market,2023-09-23,2025-12-14,0.0,3.6,0.0,Closed
ACC0000648,C000437,BR025,Business Checking,2022-03-23,,37141.75,0.04,1763.48,Active
ACC0000649,C000322,BR033,Money Market,2021-01-06,,31214.92,2.16,0.0,Active
ACC0000650,C000075,BR024,Checking,2022-11-08,,9546.51,0.19,609.42,Active
ACC0000651,C000205,BR037,Certificate of Deposit,2017-09-26,,19549.63,3.16,0.0,Active
ACC0000652,C000181,BR019,Business Checking,2020-10-04,,30754.41,0.89,3404.63,Active
ACC0000653,C000498,BR033,Money Market,2021-08-21,,11712.5,3.01,0.0,Active
ACC0000654,C000145,BR011,Business Checking,2023-06-21,,43308.58,0.53,1297.0,Active
ACC0000655,C000458,BR011,Checking,2021-12-23,,1272.76,0.31,4732.06,Active
ACC0000656,C000288,BR021,Checking,2023-05-05,,5.0,0.25,4792.68,Active
ACC0000657,C000127,BR002,Money Market,2021-01-18,2023-01-05,0.0,2.4,0.0,Closed
ACC0000658,C000103,BR007,Certificate of Deposit,2021-02-12,,12640.07,4.01,0.0,Active
ACC0000659,C000153,BR014,Business Checking,2018-02-13,2025-12-14,0.0,0.99,4616.89,Closed
ACC0000660,C000440,BR009,IRA,2020-02-14,2025-12-14,0.0,2.7,0.0,Closed
ACC0000661,C000089,BR009,Business Checking,2017-11-20,2025-12-14,0.0,0.07,2165.71,Closed
ACC0000662,C000437,BR005,Checking,2022-09-20,,258.28,0.43,569.55,Active
ACC0000663,C000295,BR001,Checking,2023-07-16,,9288.43,0.33,4677.43,Active
ACC0000664,C000155,BR030,Business Checking,2018-02-04,,61636.78,0.55,2426.83,Active
ACC0000665,C000142,BR008,Checking,2020-04-24,,5529.26,0.08,4849.95,Active
ACC0000666,C000191,BR002,IRA,2019-01-28,2025-12-14,0.0,5.66,0.0,Closed
ACC0000667,C000076,BR001,Business Checking,2017-02-24,,26633.56,0.97,4836.29,Active
ACC0000668,C000237,BR032,Business Checking,2017-05-10,,29096.96,0.52,4338.54,Active
ACC0000669,C000362,BR022,Money Market,2022-02-21,,11860.42,2.19,0.0,Active
ACC0000670,C000089,BR002,Savings,2019-04-16,2025-12-14,0.0,3.0,0.0,Closed
ACC0000671,C000312,BR038,Money Market,2022-04-14,,69.37,4.97,0.0,Active
ACC0000672,C000488,BR009,Certificate of Deposit,2017-08-01,,33822.15,5.41,0.0,Active
ACC0000673,C000108,BR017,Certificate of Deposit,2021-06-18,,36843.6,3.01,0.0,Active
ACC0000674,C000385,BR027,Savings,2015-04-28,,4464.3,1.52,0.0,Active
ACC0000675,C000461,BR003,IRA,2016-07-21,,39006.44,3.68,0.0,Active
ACC0000676,C000491,BR036,Checking,2020-12-21,,17.11,0.04,1825.02,Active
ACC0000677,C000478,BR018,Checking,2023-04-01,,1355.95,0.32,2232.94,Active
ACC0000678,C000264,BR012,IRA,2018-05-14,,59292.46,3.53,0.0,Active
ACC0000679,C000017,BR016,Business Checking,2022-09-16,,16039.56,0.63,4330.12,Active
ACC0000680,C000351,BR032,IRA,2020-06-24,,54205.76,4.08,0.0,Active
ACC0000681,C000483,BR018,Certificate of Deposit,2020-04-20,,196.56,4.0,0.0,Active
ACC0000682,C000442,BR011,Checking,2022-12-28,,31342.47,0.01,1926.15,Active
ACC0000683,C000349,BR019,IRA,2023-07-06,2025-12-14,0.0,2.19,0.0,Closed
ACC0000684,C000086,BR006,Checking,2022-12-20,,5312.11,0.29,1262.72,Active
ACC0000685,C000017,BR031,Certificate of Deposit,2022-12-28,,49285.23,4.19,0.0,Active
ACC0000686,C000272,BR022,Certificate of Deposit,2022-08-07,,26806.04,4.61,0.0,Active
ACC0000687,C000485,BR011,Checking,2019-07-19,,1263.9,0.47,3005.61,Active
ACC0000688,C000004,BR011,Checking,2020-12-11,2023-10-20,0.0,0.29,4712.7,Closed
ACC0000689,C000400,BR016,IRA,2020-01-10,,5.0,2.67,0.0,Active
ACC0000690,C000172,BR019,IRA,2018-01-12,,55949.56,4.95,0.0,Active
ACC0000691,C000365,BR026,IRA,2015-09-24,,22498.68,2.33,0.0,Active
ACC0000692,C000075,BR033,Checking,2022-10-30,,1481.57,0.19,3632.13,Active
ACC0000693,C000125,BR010,Checking,2022-02-02,,1045.85,0.32,3065.28,Active
ACC0000694,C000495,BR016,Money Market,2019-05-21,,6781.78,2.97,0.0,Active
ACC0000695,C000231,BR002,Checking,2023-06-10,,22.54,0.23,937.29,Active
ACC0000696,C000221,BR018,Checking,2020-11-15,,25710.45,0.27,3267.53,Active
ACC0000697,C000039,BR040,Money Market,2023-03-31,,45252.22,4.43,0.0,Active
ACC0000698,C000063,BR004,Certificate of Deposit,2015-05-09,,5014.98,5.76,0.0,Active
ACC0000699,C000324,BR011,IRA,2019-04-01,,27.53,4.41,0.0,Active
ACC0000700,C000497,BR030,Checking,2023-12-15,2025-12-14,0.0,0.47,4955.24,Closed
